clean_text,Sentiment,label
The running community is suffering with these lockdowns,Positive,1
Life is not easy The urban poor are suffering  and “Supermarketisation” has killed their ‘kadogo economy’ Household diets and children’s health jeopardized 4 All,Negative,0
DP Ruto your heaven investor would rather donate millions in broadlight to churches but not support hustlers when suffering the pandemic Engima Baba Raila Odinga has already donated his share to the poor in Kibra Itumbi mchawi ni nani jameni,Positive,1
Weka tutorial because Im suffering,Positive,1
HE DP Ruto has spoken with lots of wisdom and hope His speech demonstrated his loyalty to both the President and the people of Kenya as well as his support for the govt he serves in The DPs speech acknowledged our collective suffering during this crisis God Bless Kenya,Positive,1
They are being obvious Deflecting projecting creating squabbles elsewhere so the gaze of the suffering world turns away from their clusterfck It seems that the Great Pontificator is struggling with being as human as we all are just as uncertain and muddling along,Positive,1
JaNyando 9th April 2013 is the date your friends came into office 7 yrs later one of the two friends of yours is MIA during Kenyas most trying moments since independence He was however known to be very active during weekends when life was normalamp Kenyans werent suffering,Positive,1
Kenyans Blocked from Accessing Nairobi Blaming UHURU KENYATTA amp RAILA ODINGA for Allowing 219 Chinese patients to Access Nairobi but now it is them suffering,Positive,1
For those who will be suffering withdrawal symptoms due to lack of Quarantine Radio search Bigula on YouTube An old song by UG artists Tell me thank you,Positive,1
The last people who should be suffering because of unpaid salaries during this covid19 period are our Health professionals,Positive,1
Apparently there’s fiber outage thing I’m also suffering,Positive,1
There are still uncertainties about COVID19 globally In light of this everyone should refer to the Principle no 15 of the Rio Declaration 1992 In the declaration Envnment  humanity Envn degradationhuman suffering Substitute ampRead,Positive,1
For me am driven by two main philosophies know more today about the world than knew yesterday and lessen the suffering of others  Athi…,Positive,1
In Kenya you need to proof whether he is the one whether he was at the place of arrest whether he coughed what made him cough was he suffering from coughing whether he was made aware of his coughing  whether his wife was informed of his coughing after arrest  Nkt,Positive,1
Sokwes be suffering,Positive,1
work in Football My life is not the same am suffering,Positive,1
We are suffering as well,Positive,1
Were suffering as nation maswali zingine jiwekee rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,Positive,1
Dear president as we continue to fight this pandemic Pliz note that therere many Kenyans suffering due to this effects The 100 million for artists wasnt worthy compared to this helpless family,Positive,1
Iran is suffering in silence,Positive,1
Were suffering tbh,Positive,1
I am not naive to the fact this is an intense challenge for many more oft than not both financially and emotionally but vumilia tu We can survive it and hopefully avoid looking like so many suffering nations,Positive,1
Unless this is addressed as well the collateral damage will be even greater than the suffering from Covid19 Already many patients who travel for lifesaving chemotherapy in Nairobi dont know where to go next as some places have downgraded their services,Positive,1
Limiting the collateral damage on other diseases will be Herculean task As we battle the Corona virus pandemic we should spare serious thought on patients suffering from cancer heart disease in need of lifesaving surgery,Positive,1
Its infuriating that the taxpayer will continue footing the bill and suffering the consequences of Mois crimes,Positive,1
Just see how Kenyans are suffering as they try to get into Nairobi via kangundo road,Positive,1
This is welcome analysis Those guys are really suffering MOH is not doing the least to ensure they stay ve They have officials there from Day 1 and then all of sudden they have to extend at their cost in the same institution and yet nothing has changed,Positive,1
The Longsuffering GOD of Israel is giving all men Globally chance to wake up from their slumber and prepare for the Coming of the Messiah The signs are so obvious  child can clearly see,Positive,1
This is okay but that comes under strategic food reserve amp when there is shortage You realise right now cartels have hoarded the maize and are trying to manipulate the price Thats where the Government needs to come in The poor are not suffering coz of shortage but cartels,Positive,1
am suffering pleadingface,Positive,1
When anybody laughs he has no mind no thought no problem no suffering,Positive,1
please run thiskenyans are suffering for food and rent,Positive,1
The government through our president announced reduction of tax etc still see things the same until now When was this to help us We are already suffering What are you waiting for Sometimes feel like we are slow in everything Hope Corona will be merciful,Positive,1
Sad when you have to put down animals because there is no help for them And thats the best option to stop suffering,Negative,0
Dont bother get another service we are suffering,Positive,1
If youre suffering from sadness or depression dont ever forget that you have family and friends who love you dearly If you fail to see the light dont let the darkness win Stay strong Things will get…,Negative,0
As we celebrate the holy week may the blood of our savior Jesus clean away all our bad deeds Ill intends May we be saved by his suffering on the cross  death resurrection in our hearts,Positive,1
When the suffering reached them from us why then did they not learn humility On the contrary their hearts became hardened and Satan made their sinful acts seem alluring to them,Positive,1
Could it be that God has been long suffering and patient waiting for man to return to HIM but man has continued to sidelined HIM,Positive,1
The beginning of great suffering,Positive,1
The LORD has long time been suffering when the people HE created have turned against HIM and have gone to worship other gods have been caught up in their jobs to point that none seeks The LORD The LORD has answered back in serious way,Positive,1
As Job was suffering she was also suffering  Rev Dr Rev Pst,Positive,1
Job still believed in God even when there was pain suffering and chaos in his life  Rev Dr Rev Pst,Negative,0
the way government use to supply votes let their do the same to supply masks for Kenyans pleasepoverty is real mheshimiwa people are suffering alotcorona luck of food and many more ,Positive,1
Toka hapa shens haukuleta manual now ayam suffering,Positive,1
God is just God Those who used to loot our money and economy to spend in big hotels at the cost or fool us with the same money are now suffering the hell out of there homes,Positive,1
Why is he talking as if the youths are not suffering right now Millions of youth are jobless they cant afford single meal The immune system of malnutritioned youth is already weak Where do they get the energy to fight Covid 19 Rogue Nation,Positive,1
I’m pleading with you Mr President to find tangible ways to help wananchi You received money from WHO amp World Bank please buy food for the most vulnerable This is the time to show true leadership The suffering of Kenyans falls squarely on your shoulders,Positive,1
He is suffering from selective amnesia,Positive,1
Are you suffering Emotional pain and hurts Talk to us,Negative,0
Maybe is suffering new strain of Coronavirus and hell they sure do neeeeeed drug for that frowningface,Positive,1
I aint suffering much managed to do things love,Positive,1
WE Know there are So Many KENYANS who are Suffering Insidethey cantalk but lets speak on their behalf The GOVERNMENT Should Come OUT Strong to Many Kenyans who Cantafford to pay their RENTAnd since told us we are in this TOGETHERPlease,Positive,1
 The NGIRITAS need some assistance during this season You know they are suffering and there Children CANNOT even SPEAK GERMANY they are speaking Kikuyu amp Swahili JUST HELP,Positive,1
facewithtearsofjoyfacewithtearsofjoy the story that amazes me with the clients is they tell you how they are suffering and you wonder why did they ask for job if they knew they didn’t have funds,Positive,1
The analysts must be suffering how do you update your models with this kind of volatilit,Positive,1
Though it may affect economy and cause suffering but where necessary it need to be exercised,Positive,1
Prophet Owuor anadai some Italians met and were trying to malign his name that why Italy is suffering womanfacepalmingmediumdarkskintone,Positive,1
Great This is what the emergency fund was meant to be used in each constituency wonder what your colleagues are doing to alleviate the suffering of the vulnerable in their constituencies Hongera,Positive,1
The suffering that is ahead is unbearable JESUS CHRIST too overcame The world so should we,Positive,1
It also Represents GODS compensation to man for the suffering one has gone through for the sake of CHRIST while here on earth,Positive,1
What Will Suffering Saints Sing,Positive,1
The Gospel of JESUS is Gospel worth dying for The LORD JESUS will sure compensate you for the pain amp suffering you have undergone,Negative,0
That in all suffering and tribulationthey still beheld the Glory of the LORD IN HEAVENthey stood so muchbut how about the graceful church nowmay Jesus help us to return to the cross and have the true salvation,Positive,1
Anyone who attaches prosperity on an invitation to salvation is presenting false invitation That if you get born again there will no more suffering that you will gain material things That is falsehood JESUS promised that in this world we will suffer,Positive,1
Cousinshare the drinkim suffering day 3 bila alcohol content,Positive,1
cant believe people have been enjoying this goodness while have been suffering with brand that shall remain unnamed facewithtearsofjoy,Positive,1
 Mukurweini Constituency has been suffering outages everyday for almost month Currently large parts of the constuency are in darknessThot the new substation would solve the problem but we are worse of than before We need wuick fix asap,Positive,1
join hands with Mheshimiwa let these self sponsored registrars atleast get stipend They work so hard they are not paid You can get details from he has clear detail of these suffering masters student in help them,Positive,1
Hospitality Industry is suffering,Positive,1
You want her to be with guy who also has no furniture Haibo Rich girls have no problem with broke niggas can invite him to live with her Lakini sasa huyu Haibo let her date someone atamtoa kwa that suffering,Positive,1
“Dear one know that you are here alive and that makes me very happy” Dear one know that you are suffering That’s why am here for you” “Dear one am here for you”,Positive,1
Brother you are speaking like stupid person Corona is virus mzee this is not joke ati veterans never dieweee ongea mambo ya workers now suffering because of this coronaMambo yako tu ni BBI ooh Ruto aende nyumbaubusu mtaaja mzee,Negative,0
Suffering without bitterness,Positive,1
Not sure what we can do to girls who the only source of was in school They may be suffering double tragedy dilemmas,Positive,1
Unprecedented suffering,Positive,1
Infact all this kenyan goes through is just because of our president Uhuru Kenyatta and am not fear to tell you Mr President we since huwe kiongizi wa hi country we are suffering sana si made china so many issue you and someone call Raila so stupid manTumechoka na nyinyi,Negative,0
SUFFERING,Positive,1
Manze am suffering Narudi kitchen,Positive,1
My God and Heavenly Father humble myself before you If its my sin that Kenya and the world is suffering with the Covid19 BY YOUR GRACE PLEASE FORGIVE ME and HEAL KENYA and the WORLD Accept to Wash me once more with your Sons blood to be an accepted one of your vessels,Positive,1
Please help us we are suffering world wide,Positive,1
I wonder Suffering for those who devotingly follow Christ have forever been there since the earth begun Just be at peace when you are on the highway of holinessexpect rejectionhatredmockeryscorn etc It the devil fighting Christ everhold on,Positive,1
Athi river hadi kajiado hakuna Mahali drinks zinauzwa Were suffering loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,Negative,0
Kenya Police KILLS the FIRST HEALTHY KENYAN in Mombasa Not Suffering from Cronics AHEAD OF  Is this the we should be Dealing with Why cant the Police Distribute Food in LANGAS Eldoret Kenyans Stay Away,Negative,0
As we comply and wash our hands please decrease the price of unga cooking gas and the rest We are suffering nation Keep safe all,Positive,1
TV yangu ya VISION atm cant watcg shit can someone help me get access to Vision Tv contacts Im suffering loudlycryingfaceloudlycryingface,Negative,0
We already are suffering just that it is masked under curfews and all,Positive,1
New Jerusalem am going Im running away from the pain  suffering divorce and joblessness of the earth,Negative,0
1 Physical suffering is not necessarily as result of our sins  Rev Dr Rev Pst,Positive,1
Mimi nadai siku shikanilidhani naeza toboaIm suffering breh loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,Negative,0
Married women are suffering kupika 5 meals day everyday,Positive,1
she refused to follow my advise last week Now she is suffering,Positive,1
Money Sugoi How does it come in Oooh Were you to be paid to defend the suffering Kenyans Or you guys have been paid to keep quiet thats why youre no longer writing statements against brutality and Raila is no longer reading statements Even against your own voters baaane,Positive,1
This is very shameful comment coming from Prof What has become of these professors His other fella called is suffering from the same mouth diarrhoea nkt,Positive,1
Kindly as Nation lets come together to fight ths unseen enemy as citizens lets try to work together with our govt which knows the great danger of the enemy And our govt kindly help us understand better remember we as citizens are already suffering psychologically,Positive,1
Heri wewe Kikiumana please paypal mefacewithtearsofjoy We are suffering and its week 1,Positive,1
This is inhuman and shameful We should have anticipated this situation and made contingency plan Police Service Kenyans are suffering enough worried about their families dont increase their burden,Positive,1
This is sad how many poor mothers and other low income earners who only come to business at around 6pm will be suffering This disturbing this unacceptable Kenyan is only for the rich,Negative,0
Is it coup or curfew Sheria mkononi kweli Ths is bad when so many Kenyans already are suffering psychologically coz of Covid19 pandemic,Positive,1
Dear President Kenyatta It is absolutely unacceptable for Kenya Police to harass Kenyans due to Corona curfew in Kenya Kenyans must be treated with dignity Not request Dont add police brutality to the current suffering of poor mobile Kenyans,Positive,1
If the said Kenyan Authorities did this when Covid19 landed in Egypt we wouldnt be home by 7pm we wouldnt be suffering economically life would be normal  But we were told its discriminatory  And now we are here living like prisoners ,Positive,1
The corona virus pandemic lock down will only add more suffering to the poorer so the govt must take drastic measures to support those in need of help,Positive,1
Poorer people are not immune but they got so little to lose and their life was so miserable hence corona got nothing to add to their suffering,Positive,1
pay pending bills to suffering suppliers and contractors,Positive,1
That great may God give us healing in this world we are really suffering from this pandemic disease,Positive,1
If there is one lesson Covid19 has taught us is to have quality and accessible health care for everyone Kenyans are really suffering,Positive,1
rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingpls pls do not mock my suffering but also obviously will,Positive,1
straight men in nairobi are suffering  with the bare minimum furnishing of their apartos Take your Video conference calls from INSIDE your Subbie jonte,Positive,1
Kenya now confirms its first death from coronavirus patient The gentleman who was at Aga Khan Hospital has passed on He was also suffering from diabetes loudlycryingfaceloudlycryingfaceloudlycryingface,Negative,0
What can you do for your clansman living in Kamba land have seen wealthy individuals supporting those who are suffering Please do something President Kenyatta did something yesterday which will alleviate the pain albeit little,Negative,0
Suffering suffering or,Positive,1
Let’s put an end to wildlife markets consumption and animal suffering especially in China,Positive,1
Hi you really need to come in and save consumers from poor internet services this is terrible We are suffering,Positive,1
From being duped into taking poisonous “cures” to watching businesses crumble and avoiding lifesaving medication people are suffering devastating realworld impacts of deluge of online misinformation,Positive,1
My back is really suffering with the dining table chairs need good affordable chair,Positive,1
Great souls are grown through struggles and storms and seasons of suffering Be patient with the process James advised “Don’t try to get out of anything prematurely Let it do its work so you become mature and welldeveloped” James 14 MSG,Positive,1
Hahahaha Of course it was Sometimes it’s worth the suffering The only thing that gets me up early is sunrise Only thing,Positive,1
If given an opportunity and you choose to take it especially in times where opportunities are heavily diminished give it your best be accountable for your choices and be grateful With so many suffering complaining thru success may not be the best choice,Positive,1
Mr President can you We are suffering crack the whip,Positive,1
Me won’t lie miss touching things I’m very tactile Ayam suffering,Positive,1
Don’t all major churches have accommodation in this Kenya Why are people suffering when we have Brackenhurst Methodist and all those other facilities supported by offerings Where is the church in wall this,Positive,1
Telling someone that you have common cold now is worst than telling himher you are suffering from HIVAIDSthinkingface Lets to avoid the spread of corona virus so should you,Positive,1
The first case of diligence and ignorance started at the airport by not stopping flights just after the 1st patient was announced We are now suffering secondary negligence,Positive,1
CS mutahi kagwe we are suffering from cases of indiscipline in Kenya,Positive,1
CS Kagwe We are suffering from cases of indiscipline Its mistake to expose children while at home,Positive,1
Another one facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy My Clients are suffering facewithtearsofjoyfacewithtearsofjoy,Positive,1
Haven’t you learnt enough from having Military President Until Africa separates Leadership from the Army we are still suffering Good luck with your guy,Positive,1
Mamen ongeza volume we are suffering,Positive,1
I dont want to blame China but why Why eat batsfrogssnakes angryfaceAngalia Sasa place ya 80 Bob ni 130 Bob  Local man is suffering,Positive,1
These married men yall talk about must be really suffering,Positive,1
Were all suffering our here lets cushion each other,Positive,1
Thats why its better to choose JESUS over friends Only JESUS can rescue you from eternal suffering  hell,Positive,1
The work of these niggahs is to arrest bloggers we are suffering at our quarantine headquarters govt should allocate some money for each and every family,Positive,1
am really suffering,Positive,1
Newest watchNoughts amp Crosses This Showmax show wonders what would happen if things were reversed Black people Africans being the ones in power and white people suffering Must admit one ep in cringed Whats the point manshruggingdarkskintonemanshruggingdarkskintonemanshruggingdarkskintone Watch it here,Positive,1
Sure but common mwanainchi is Suffering,Positive,1
GIDEONYou are suffering from acute makayaitis pandemic religious hatred of Prof MAkau Mutua for questiong your religion,Positive,1
May the young people who are suffering en mass get these decent jobs callmehandmediumdarkskintoneI think you have adjusted fast to the market situationAll the best,Positive,1
We all shouted here on social media close the airports and borders but everyone in government was like relax even RAO was like ni sawa Acha watu wakuje now we are suffering because of few people’s stupidity,Positive,1
The hustler is silent when his fellow hustlers are suffering bring those millions hustler we need them this is the time we will believe or else believe what someone said that you donate millions then you go back and collect it back,Positive,1
2 days Ive tried but Im suffering,Positive,1
Sadly  it may take the catastrophic fate for us to take this thing serious Guess what we are suffering from ‘seeing is believing’,Negative,0
Tweeps judging others for going to church while suffering from hangovers after drinking at 1824 till late Kenya has an abundance of fools,Positive,1
Exactly ampback to the original point the entire world is suffering because of how careless Chinas government handled this issue they are dictators who silenced whistleblower had they listened they would have saved the entire world from this tragedy Dictatorship is not it,Positive,1
Lord stand with people of Italy during this trying Momentpave away all suffering from them,Positive,1
Coronavirus We are now receiving patients suffering from chloroquine poisoning says Lagos govt NCDC cautions Nigerians is misleading the world Fate will deal with him,Positive,1
am suffering,Positive,1
If you are already suffering from type 2 diabetes then moderate intensity exercise will help to keep your blood sugar under control,Positive,1
Coronavirus We are now receiving patients suffering from chloroquine poisoning says Lagos govt NCDC cautions Nigerians Lets be responsible,Positive,1
If this is how prison feels everyday then Im law abiding citizen for life One week in and am suffering,Positive,1
This is the worlds largest humanitarian prize awarded to nonprofits that have made extraordinary contributions to alleviate human suffering,Positive,1
If 4m Tigrays can dream of annexing Somalia Eritreaamp Djibouti why cant over 40m Somalis dream of becoming the blue eyed movers and shakers of the HOAThis siege mentality must end otherwise Somalis will be labeled nation suffering from acute inferiority complex Reach amp grab,Positive,1
Offenders DO NOT feel that time is rushing like nobody’s business and easily forget they offended others till the day comes for them to be accountable for their malicious intent Nothing lasts forever and history is unfolding to bring the offenders to the suffering in their turn,Positive,1
Ayam suffering Is been minute,Positive,1
Ayam suffering haha,Positive,1
The story also said she was suffering from diabetes Technically it can be argued that she did not die from Covid19 it merely weakened her immunity for diabetes to finally seize control,Negative,0
Read and see what is leading to these crazy number of death in Italy  Older peeps got to be in the ICU that same ICU has patients suffering from other diseases  Corona numbers are big meaning hawapati ICU space,Positive,1
Mimi ni Okash but nini husumbua watu majina zinaanza na O were all suffering plus walisema mtulie,Positive,1
What waste of time Thinking of power while the poor are suffering and dying,Negative,0
Think life give window to store what is necessary or you want casualties from starvation And within the window strict measure should be put should not blind other avenues for human suffering,Positive,1
Better than 1st world countries suffering the corona blow  Something about dictators wakiona shida inakuja they protect their people with everything they have,Positive,1
Strange doctrine Why so we still have suffering among and within even deepest of believers Job of old Actually Christ Himself,Positive,1
What fearful time Airlines suffering losses Economy shaken to the core Medical fraternity shaken too All people are in panic All this is because of Covid19 Time to seek The LORD,Negative,0
My leg wont let me be wearyfacewearyface Im suffering seriously,Positive,1
Covid19 is warning to this generation that the RAPTURE is about to take place and it would be very profitable to REPENT and be READY There will be tremendous persecution affliction and suffering in The Great TRIBULATION be careful,Positive,1
This pandemic will bring us back to the core of humanity physically connecting with those close to us caring for people we dont know showing compassionate and empathy It will crash us but itll also remind us that humanityamp solidarity during suffering of others is crucial,Positive,1
guess am late bloomer  Suffering from Coronavirus Curfew Claustrophobia shuffled all local Channels amp saw uniformity in the female anchors  you must have raised the issue during height of competitive politics  we are now subdued in survival mode,Positive,1
Somalia confirms its first case with our weak health system huge population suffering from malnutrion and compensated immune system lack of control of our borders we are in for major challenge Rabbi Yassir,Positive,1
We want God to take away all of the problems pain sorrow suffering sickness and sadness But God wants to work on you first because transformation won’t happen in your life until you renew your mind until your thoughts begin to change,Negative,0
My mask Heard you niggas are suffering,Positive,1
Rt part 2 Obesity  person who is extremely fat will be called an obese person amp he or she is suffering from obesity  It is condition which could be caused by medical problem or by eating too much where person puts on huge amounts of weight,Positive,1
These our leaders hawaezi kutengeneza hospital hapa kenya sababu wakona pesa ya kutimbiwa njesee nowwe are all suffering,Positive,1
Bana joh He must be suffering,Positive,1
Stupid people think about covering their asses instead of alleviating suffering of kids like this one Medical services in Homabay is dead and patients including kids lie on wire mesh in hospitals yet we taxpayers pay for money that Awiti takes to BBI rallies Shaaame,Positive,1
These people wamerogwahow can they justify child labour to defend lost regime in Homabay and regional leadership that only sees BBI and doesnt care about the suffering people especially kidsthey just justify yet they lived in different times kwani mlikuwa na Counties,Positive,1
First of all Somaliland isn’t country walalofacewithtearsofjoy May Allah protect all people who are suffering foldedhands God bless all Somalis wherever they are smilingfacewithhearteyes,Positive,1
Why is my fav suffering parking her clothes like this cryingfacecryingfacecryingface Someone tell Rosie to go and sit down for life,Negative,0
How does the suspension of hearing civil cases affect Juduciary suffering serious backlogs,Positive,1
Best Leave Application facewithtearsofjoy Dear HR am suffering from  so request you to grant me paid leave for month while Otherwise will come to office facewithtearsofjoy Thanks,Positive,1
know loudlycryingface Im suffering immensely,Negative,0
facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Na wail Cocomelon na Peppa pig We are suffering,Positive,1
Quite confusing It can be either the ruling party lacks leadership and suffering from internal personal interests strife or the opposition wants piece of what the ruling party has It is all about time,Positive,1
ARE WE NOT SUFFERING ENOUGH AUNTIE HOW CAN YOU PUNISH US SO,Positive,1
Sifia suffering like Im not good person,Positive,1
And that the government made mistake and that patient wasnt suffering from corona after all,Positive,1
Why send suffering to people you claim to love,Positive,1
God of suffering masseswhat shame,Positive,1
Not really will steal bundles will never dissapoint 5gb will take for over 2weeks but try that with the suffering option utalia kwa choo,Positive,1
know girl that takes pictures of places shes goneto post later and act like shes still on the go know girl thats suffering insidebut her latest caption is leave me alone,Negative,0
The angel of suffering desperation anguish and death visiting,Positive,1
Suffering in day long meeting,Positive,1
Rest in peace to all the people who have lost their lives as result of coronavirus so far Sending all our prayers to those sufferingMay the Lords name be magnified even through this pandemic,Positive,1
Ugandans shouldn’t be suffering from FOMO We might keep some around until we come for Nyege Nyege,Positive,1
For someone who was recently suffering from cough related infection with weak ish immunity might be falling into the vulnerable group Anywayz lets see,Positive,1
Reggae artists and pastors should take responsibility for normalizing suffering,Positive,1
should hope so Everyone is suffering but the worst impact is on the forgotten poor It’s terrible brokenheart,Positive,1
Its another day for religious people to claim blessings coz another human is suffering more than them Another day folks another fucking disgusting day with religion,Positive,1
This is pure greatness nothing like suffering,Positive,1
Anyone planning to use should consider delays Airline seem to be suffering capacity challenges thats causing long delays,Positive,1
Okayhow can handle person suffering with autism,Positive,1
Indifference shown to human being in the middle of his suffering is worse more painful than physical assault or an open display of hatred In indifference the suffering soul feels abandoned and lost,Negative,0
Therapy is not to talk about things but to change the persons life and to relieve suffering such as depression anxiety or relationship problems   ENROLL Today at March intake still…,Positive,1
I feel you dear am suffering from the same disease imagine nlikua home mwisho last year June astonishedfaceastonishedface,Positive,1
People are really suffering in this country May God remember us,Positive,1
According to Ngiritas if you dont speak German youre chokora According to Echesa its embarrassing to use matatu Im suffering from both,Positive,1
dont read nonsense that doesnt make sense know what makes sense Youre the people pushing others into pain and suffering because of mediocre scripts amp nonsense Theres better solution than selling land and leaving Alafu watoto wataishi kwa choo,Negative,0
think youre the one whos deranged Why did he leave his home Youre the kind of people who blame victims amp encourage them to persevere suffering and end up dead If she wants to leave let her do it Lazy pple idling around waiting for husbands to die or kill them to inherit,Negative,0
Our Governor please please look into our road at Kiungani  Community We are suffering That place could really open up to so much business since there are so many industries around But our roads Mr Governor Intervention is needed,Positive,1
Why don’t we you just recompense these people according to the court ruling and let them have closure and move on with life We cannot ignore the suffering they went through it is still chilling to our hearts via,Positive,1
Im so sick of people making fun of Jada Pinkett Smith What have YOU done to start conversations within the black community Havent we been suffering toxic masculinity and toxic female strength till this day And she started show that sees black people and listens to them,Positive,1
Tullow needs compensationgreed is stronger than compassion suffering will always be there,Positive,1
They embraced Jesus as their Saviour and Lord and in the midst of almost unbearable suffering they experienced his grace peace and hope for the future From this relationship they were able to sing Were you there when they crucified my Lord,Positive,1
If the rich burn it they fly away and leave us suffering Peace is paramount,Positive,1
Yep My knees are suffering but Im still powering through,Positive,1
Most communities are suffering from carthasis or frustrations when dealing with HEC there is very little compensation for the loss of their properties or crop done amp this fuel frustrations,Positive,1
Atwoli could be suffering from short tail syndrome Can someone investigate if the third leg is ok May be anasumbuliwa na monkey pale ndani ju ameketi karibu na huyo mwanamke Monkey inataka attention na huyo madam haoni,Positive,1
Football is suffering,Positive,1
Real Madrid have been dethroned as La liga log leaders after suffering set back of another loss to Real Betiswith the matches ended 21 in favor of the host it can only mean that FC Barcelona are on top of the table again,Positive,1
Why do women feel they are the only one suffering in marriages and relationships Lets talk,Positive,1
Why do women think they are the only one suffering in marriages and relationships Lets talk,Positive,1
Chivas iko kwa meza and was only to drink water loudlycryingfaceloudlycryingface Kesho will he suffering,Negative,0
Heh the way am suffering loudlycryingface,Negative,0
Yaaas no need for suffering with all that beauty,Positive,1
The truth in this Tweet is just hundredpointshundredpoints Sometimes say its Gods doings People are really suffering huku Njeloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface In few words can sum up and say Prayers do work,Negative,0
Despite opinion polls and reports on the economy  the truth of the matter is the current Kenyan business environment is suffering the best way to help this is if private companies paid each other to stimulate growthsomethings gotta give,Positive,1
When you sit with them that are in pain and hear the story of them suffering you will then appreciate that God has been merciful to you,Negative,0
like many other places cases of cyberbullying continue to thrive in Kenya We may not know but people could be suffering depression caused by online soldiers,Negative,0
Most may wonder why Im literally screaming my country Kenya to come back to its senses If there are hostilities between the 2 neighbours the theatre of war will be NEP The people in the North will be triple victims with massive human cost We are already suffering AS terror,Positive,1
Those who will endure the suffering to the end and stick to the Righteousness and Holiness of GOD Behold the Lord will bring them into His kingdom prepared for them He is addressing this church here which has embraced Repentance,Positive,1
Nimeongea na yeye she’s suffering facewithtearsofjoy,Positive,1
manfacepalmingmediumdarkskintone Just read again In my defense Im suffering from Coronavirus anxiety syndrome plead temporary insanity as result facewithtearsofjoy,Positive,1
We are suffering rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,Positive,1
Turkish international and Everton striker Cenk Tosun will undergo surgery next week after suffering an anterior cruciate ligament injury during training on Monday,Positive,1
Remember Kenya All mandated authorities are sleep The local citizen is suffering,Positive,1
loudlycryingfaceloudlycryingface have been suffering from then,Negative,0
rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing the rest of the 50 of my niggas are suffering,Positive,1
Sonko is the only governor who is touched by issue of the suffering,Positive,1
Great coverage on the Country’s financial state Most Kenyans are suffering,Positive,1
I’m watching 9pm news on the feature on “Kenya’s Debt Train” amp it’s very deep hole d we’re sinking this country’s economy The middle class is suffering amp the cream of the pyramid getting better  theft corruption amp more graft The courts have failed What’s next,Positive,1
Electing anyone entitled to State House by birth right is recipe for more suffering for the common mwananchi Its time we moved away from this political celebrities and we elect public servants to office because thats the only way our life can be bettered My opinion,Positive,1
Niggas in Kenya arw suffering,Positive,1
Thika road users are suffering due to an incompetent and inconsiderate contractor at Drive Inn and Garden city footbridge sites is this new normal These guys have not done any considerable work for 2years Where’s value for money,Positive,1
Sad Too much suffering in the 254,Negative,0
Leahsorry for your illness dear But as promise my prayers as wellplease do me this favourforgive God first since God is all knowing he works with both our suffering good for our own good Just let all go for we cant control our lives dear but God,Positive,1
is real thingsomething we completely dont understandbut something that undoubtedly contributes to the difficulty and suffering of many people  Nairobi,Positive,1
is real thingsomething we completely dont understandbut something that undoubtedly contributes to the difficulty and suffering of many people,Positive,1
No one have faith to believe in healing miracle more than those desperately suffering from terminal illness in hospitalsThey are the ones who would have really benefited from the miracles Owour wont go for them because they are truly sick amp not pretending,Positive,1
people’s agony and suffering reduced into psychotic episode of editorial delinquency Absolutely horrendous gaffe that should call for review of editorial standards at NTV,Positive,1
when will this inhumane disconnection of water for 4days stop We are suffering at embakasi estate and yet neighborhood taps are running Toka Sunday puana,Positive,1
members we joined the rest of the world to celebrate world wildlife day lets create world where animals live free from cruelty and suffering,Positive,1
Our power problem is back Whats the problem with the supply around this Mangu area in Gatundu North Were really suffering Please do something,Positive,1
Nothing in this world humbles you like toothache I’m suffering loudlycryingface,Negative,0
like that the whole idea is about black brown and other people of colour get to decide what theywe feel is suffering or not based on the systems of life weve grown through,Positive,1
Whats Gucci my nigga Whats Louie my killa Whats drugs my deala Whats that jacket Margiela Doctors say Im the illest Because Im suffering from realness Got my niggas in Paris And they going gorillas huh goatgoatgoat,Negative,0
More Why arent Africans suffering takes,Positive,1
rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing suffering,Positive,1
have an excellent psychologist who can take away your suffering,Positive,1
Snakes treefrogs iguanas grasshoppers and geckos are just some of the millions of animals suffering and dying in the exotic pet trade Some are snatched from the wild and sold others are cruelly bred,Negative,0
Ayam suffering,Positive,1
made mistake not kenyans we are suffering because of how voted with emotions and not ur brains,Positive,1
People who are constantly suffering from emotional wounds tend to easily get annoyed with others for no apparent reason,Positive,1
I thought in todays world as men we have stopped sitting with legs wide apart as if suffering from sticky balls or STI,Positive,1
Suffering for purpose Profound statement by speaking to on,Positive,1
Are you suffering from drug addiction facewithtearsofjoy,Positive,1
